video_id,personalized?,category,category_id,title,url
-VzL_v9vp4A,No,Entertainment,24,The Duck Song 1 HOUR,https://www.youtube.com/watch?v=-VzL_v9vp4A
wqf-dJyU_WA,Yes,Education,27,Basics of F1 Race Strategy,https://www.youtube.com/watch?v=wqf-dJyU_WA
lE9dYGzs3RQ,No,Entertainment,24,Ages 1-25 Compete In EXTREME GYMNASTICS,https://www.youtube.com/watch?v=lE9dYGzs3RQ
39ColarOWKo,Yes,Entertainment,24,Funniest Animal Videos Ever (Part 1),https://www.youtube.com/watch?v=39ColarOWKo
3HRkKznJoZA,No,Science & Technology,28,The Pi Song  (Memorize 100 Digits Of π) | SCIENCE SONGS,https://www.youtube.com/watch?v=3HRkKznJoZA
dwY7w0k3j2Y,Yes,Music,10,Classical Music for When You’re on a Deadline,https://www.youtube.com/watch?v=dwY7w0k3j2Y
03srS0cPpJ0,No,Entertainment,24,"Best Pancake Art Wins $1,000!",https://www.youtube.com/watch?v=03srS0cPpJ0
odFTqgm0984,Yes,News & Politics,25,Volodymyr Zelenskyy: The 2025 60 Minutes Interview,https://www.youtube.com/watch?v=odFTqgm0984
39ColarOWKo,Yes,Entertainment,24,Funniest Animal Videos Ever (Part 1),https://www.youtube.com/watch?v=39ColarOWKo
8HhzRd9taEU,Yes,People & Blogs,22,ULTIMATE Brain Rot Quiz 2,https://www.youtube.com/watch?v=8HhzRd9taEU
CsGYh8AacgY,No,Film & Animation,1,Charlie the Unicorn,https://www.youtube.com/watch?v=CsGYh8AacgY
lkgGFwbFK2c,Yes,Education,27,Why Japan is Selling So Much U.S. Debt,https://www.youtube.com/watch?v=lkgGFwbFK2c
98tNTEugqOY,Yes,Howto & Style,26,fashion for hot people,https://www.youtube.com/watch?v=98tNTEugqOY
gz9BRl7DVSM,No,Music,10,OK Go - Love (Official Video),https://www.youtube.com/watch?v=gz9BRl7DVSM
9VH8lvZ-Z1g,Yes,Comedy,23,The Crayon Song Gets Ruined - Studio C,https://www.youtube.com/watch?v=9VH8lvZ-Z1g
6Y3YPDXlPAo,No,Entertainment,24,Avoid Saying The Same Thing As Me 🤔 MEGA CHALLENGE 📢,https://www.youtube.com/watch?v=6Y3YPDXlPAo
7jjcAuEYW9M,Yes,Comedy,23,The Duck Song 2,https://www.youtube.com/watch?v=7jjcAuEYW9M
lE9dYGzs3RQ,No,Entertainment,24,Ages 1-25 Compete In EXTREME GYMNASTICS,https://www.youtube.com/watch?v=lE9dYGzs3RQ
THh4fT0O7IY,Yes,Music,10,"Upbeat Lofi - Deep Focus & Energy for Work [R&B, Neo Soul, Lofi Hiphop]",https://www.youtube.com/watch?v=THh4fT0O7IY
-luF0nLlM3A,Yes,News & Politics,25,Donald Trump - Clip from every year from 1980 to 2024,https://www.youtube.com/watch?v=-luF0nLlM3A
RQFmiCQbX7A,Yes,People & Blogs,22,ВОДОЛЕЙ - ТАРО ПРОГНОЗ НА МАЙ 2025 года от ANGELA PEARL,https://www.youtube.com/watch?v=RQFmiCQbX7A
-GSnmRZlgc4,No,Film & Animation,1,Pete the Cat I Love My White Shoes | Animated Book | Read aloud,https://www.youtube.com/watch?v=-GSnmRZlgc4
_cr46G2K5Fo,Yes,Education,27,The Man Who Almost Broke Math (And Himself...),https://www.youtube.com/watch?v=_cr46G2K5Fo
