"Timestamp","Recommendation 1","Recommendation 2","Recommendation 3","Recommendation 4","Recommendation 5","Recommendation 6","Recommendation 7","Recommendation 8","Recommendation 9","Recommendation 10","Recommendation 1","Recommendation 2","Recommendation 3","Recommendation 4","Recommendation 5","Recommendation 6","Recommendation 7","Recommendation 8","Recommendation 9","Recommendation 10","Free space"
"2025/04/17 10:26:25 AM AST","https://www.youtube.com/watch?v=7jjcAuEYW9M","https://www.youtube.com/watch?v=-ryBqgkOw4U","https://www.youtube.com/watch?v=Tx1XIm6q4r4","https://www.youtube.com/watch?v=yUr8QyTCph8","https://www.youtube.com/watch?v=oZ2BwY-ywWs","https://www.youtube.com/watch?v=XkgMaS5gbaA","https://www.youtube.com/watch?v=AlGtKuQNPqc","https://www.youtube.com/watch?v=AlGtKuQNPqc","https://www.youtube.com/watch?v=FnXLjHtfAIU","https://www.youtube.com/watch?v=JEX4xMBKCbs","https://www.youtube.com/watch?v=7jjcAuEYW9M","https://www.youtube.com/watch?v=X-yJhGcS7U4","https://www.youtube.com/watch?v=V1bFr2SWP1I","https://www.youtube.com/watch?v=-VzL_v9vp4A&pp=0gcJCX4JAYcqIYzv","https://www.youtube.com/watch?v=aKrSBz3ez5A","https://www.youtube.com/watch?v=CsGYh8AacgY&pp=0gcJCX4JAYcqIYzv","https://www.youtube.com/watch?v=N2HQaQJsyQ4","https://www.youtube.com/watch?v=-GSnmRZlgc4","https://www.youtube.com/watch?v=vDuBWmYBCwE","https://www.youtube.com/watch?v=8HhzRd9taEU",""
"2025/04/17 10:27:37 AM AST","https://www.youtube.com/watch?v=7jjcAuEYW9M","https://www.youtube.com/watch?v=ONcY0BM5EAg","https://www.youtube.com/watch?v=8HhzRd9taEU","https://www.youtube.com/watch?v=bMGoMu-CxMY","https://www.youtube.com/watch?v=-GSnmRZlgc4","https://www.youtube.com/watch?v=39ColarOWKo","https://www.youtube.com/watch?v=uMuJxd2Gpxo","https://www.youtube.com/watch?v=V1bFr2SWP1I","https://www.youtube.com/watch?v=X-yJhGcS7U4","https://www.youtube.com/watch?v=Ru4a-js4My4","https://youtu.be/7jjcAuEYW9M?si=iGpXb7NlYeTBlIMR","https://youtu.be/V1bFr2SWP1I?si=HiEVCGBv7HJrq3f9","https://youtu.be/X-yJhGcS7U4?si=PCQUvyUT01syDXUu","https://youtu.be/W_Q_2H1NUmc?si=mp_clQMNS4bTyBLp","https://youtu.be/-VzL_v9vp4A?si=bRosVkgMxsw9x65W","https://youtu.be/CsGYh8AacgY?si=dSRmuxJM2rUrBxax","https://youtu.be/aKrSBz3ez5A?si=wYX2DL8Xid6cB3uU","https://youtu.be/N2HQaQJsyQ4?si=HstbV5tW8oGqxRnS","https://youtu.be/-GSnmRZlgc4?si=tNYQZi4l6m0-cPA9","https://youtu.be/zgaCZOQCpp8?si=2l1WRM0kI-wnkTCU",""
"2025/04/17 10:31:09 AM AST","https://www.youtube.com/watch?v=7jjcAuEYW9M&pp=0gcJCewBSCBzzxdG","https://www.youtube.com/watch?v=JRB375xLSfQ&pp=0gcJCewBSCBzzxdG","https://www.youtube.com/watch?v=gfXMnVqicbs","https://www.youtube.com/watch?v=kVcW7u4vE50","https://www.youtube.com/watch?v=Tx1XIm6q4r4&pp=0gcJCewBSCBzzxdG","https://www.youtube.com/watch?v=wOEKdWrtz6U","https://www.youtube.com/watch?v=YC1fGBHihO4","https://www.youtube.com/watch?v=IfhMILe8C84","https://www.youtube.com/watch?v=1RKqOmSkGgM&pp=0gcJCewBSCBzzxdG","https://www.youtube.com/watch?v=IDeCrl4dSw0","https://www.youtube.com/watch?v=7jjcAuEYW9M","https://www.youtube.com/watch?v=sHi6LCx6Lx8","https://www.youtube.com/watch?v=N2HQaQJsyQ4","https://www.youtube.com/watch?v=v3mTRLpA2Rk","https://www.youtube.com/watch?v=i9sR_T76H34","https://www.youtube.com/watch?v=6iEyczP0qyQ","https://www.youtube.com/watch?v=-GSnmRZlgc4","https://www.youtube.com/watch?v=mvjygyg4-3g","https://www.youtube.com/watch?v=mzABW42AIhM","https://www.youtube.com/watch?v=0-rg7EIt1x4&pp=0gcJCX4JAYcqIYzv",""
"2025/04/17 10:31:29 AM AST","https://www.youtube.com/watch?v=6iEyczP0qyQ","https://www.youtube.com/watch?v=k65aYZRpK3Q","https://www.youtube.com/watch?v=IfhMILe8C84","https://www.youtube.com/watch?v=YppEl8OUICA","https://www.youtube.com/watch?v=Tn7g2cn7iBo","https://www.youtube.com/watch?v=TrdJQJ_RXrQ","https://www.youtube.com/watch?v=CsGYh8AacgY","https://www.youtube.com/watch?v=-TTD6XjuNeM","https://www.youtube.com/watch?v=4cfmEgpOOZk","https://www.youtube.com/watch?v=i9jYQDpIU-8","https://www.youtube.com/watch?v=6zLDaL4p1r8","https://www.youtube.com/watch?v=V1bFr2SWP1I","https://www.youtube.com/watch?v=pAsmrKyMqaA","https://www.youtube.com/watch?v=-VzL_v9vp4A","https://www.youtube.com/watch?v=aKrSBz3ez5A","https://www.youtube.com/watch?v=HUngLgGRJpo","https://www.youtube.com/watch?v=8HhzRd9taEU&pp=0gcJCX4JAYcqIYzv","https://www.youtube.com/watch?v=Q096w0Fz2p4","https://www.youtube.com/watch?v=pvuN_WvF1to","https://www.youtube.com/watch?v=9VH8lvZ-Z1g","Thank you! "
"2025/04/17 10:31:42 AM AST","https://www.youtube.com/watch?v=7jjcAuEYW9M&pp=0gcJCewBSCBzzxdG","https://www.youtube.com/watch?v=0wB7iuER2Z0&pp=0gcJCewBSCBzzxdG","https://www.youtube.com/watch?v=ARCb-UcNm1s","https://www.youtube.com/watch?v=ps3u3nBGGPY","https://www.youtube.com/watch?v=aKrSBz3ez5A","https://www.youtube.com/watch?v=qn8yv8J8dO0","https://www.youtube.com/watch?v=lBE-EzFh9nk","https://www.youtube.com/watch?v=PAORQoMvSdY","https://www.youtube.com/watch?v=THh4fT0O7IY","https://www.youtube.com/watch?v=NmqXEXJBoog","https://www.youtube.com/watch?v=7jjcAuEYW9M","https://www.youtube.com/watch?v=CsGYh8AacgY","https://www.youtube.com/watch?v=V1bFr2SWP1I","https://www.youtube.com/watch?v=8HhzRd9taEU","https://www.youtube.com/watch?v=m9-8mcC1Sbs&pp=0gcJCX4JAYcqIYzv","https://www.youtube.com/watch?v=THh4fT0O7IY","https://www.youtube.com/watch?v=6iEyczP0qyQ","https://www.youtube.com/watch?v=I8gXFQEALk0","https://www.youtube.com/watch?v=Y8n1F_vsFzc","https://www.youtube.com/watch?v=gz9BRl7DVSM",""
"2025/04/17 10:33:18 AM AST","https://www.youtube.com/watch?v=7jjcAuEYW9M","https://www.youtube.com/watch?v=YjLV08ozYG0","https://www.youtube.com/watch?v=kdCbl24oxio","https://www.youtube.com/watch?v=CsGYh8AacgY","https://www.youtube.com/watch?v=8HhzRd9taEU","https://www.youtube.com/watch?v=cuBce1nsml4","https://www.youtube.com/watch?v=wI00QO2A2j4&pp=0gcJCX4JAYcqIYzv","https://www.youtube.com/watch?v=qBUSheLQ5e0","https://www.youtube.com/watch?v=X711ZYojdj8","https://www.youtube.com/watch?v=Ee72TCtK8b8","https://www.youtube.com/watch?v=7jjcAuEYW9M","https://www.youtube.com/watch?v=V1bFr2SWP1I","https://www.youtube.com/watch?v=-VzL_v9vp4A","https://www.youtube.com/watch?v=aKrSBz3ez5A","https://www.youtube.com/watch?v=N2HQaQJsyQ4","https://www.youtube.com/watch?v=CsGYh8AacgY","https://www.youtube.com/watch?v=zgaCZOQCpp8","https://www.youtube.com/watch?v=-GSnmRZlgc4&pp=0gcJCX4JAYcqIYzv","https://www.youtube.com/watch?v=vDuBWmYBCwE","https://www.youtube.com/watch?v=8HhzRd9taEU",""
"2025/04/17 10:33:34 AM AST","https://youtu.be/7jjcAuEYW9M?feature=shared","https://youtu.be/4fezP875xOQ?si=ZR52koSdYeKI53Ef","https://youtu.be/THh4fT0O7IY?si=eraOd0SLEq7HrtjI","https://youtu.be/xjV3CEBxOiQ?si=TVbANnYOkG17Xupk","https://youtu.be/ARCb-UcNm1s?si=jg7OTMFNQTyMRPDp","https://youtu.be/V1bFr2SWP1I?si=PGGm4T1O0p8wTzxo","https://youtu.be/39ColarOWKo?si=P4QEoy5eJ5gHUSqt","https://youtu.be/8HhzRd9taEU?si=_F9A0_bZ2tG5gpEy","https://youtu.be/CsGYh8AacgY?si=F7NXf41ulcymP2da","https://youtu.be/lBE-EzFh9nk?si=6OzDJqLVySA40Ypa","https://youtu.be/7jjcAuEYW9M?si=aeD0a0crfpTda1YD","https://youtu.be/N2HQaQJsyQ4?si=xHfH6Fsyqimisb4X","https://youtu.be/aKrSBz3ez5A?si=L96Xf8S3PP7WXNWD","https://youtu.be/6VioGkfe7Ys?si=wA3i_uUvVOYzm4FD","https://youtu.be/0Losyoi_t84?si=f0LiaAUI2mUlqvjc","https://youtu.be/8HhzRd9taEU?si=ZZL2XZ72SW7Jwfwi","https://youtu.be/5OgJvLCwCQ4?si=0q-ytvMxSQBkazIl","https://youtu.be/Xu4qqpjWbvI?si=UOYLlkiWC-PHnuxx","https://youtu.be/6Y3YPDXlPAo?si=Y3MaAqsdnl8OZD0I","https://youtu.be/qn8yv8J8dO0?si=i4ZOrDCotInqoM-U",""
"2025/04/17 10:34:06 AM AST","https://youtu.be/7jjcAuEYW9M?feature=shared","https://youtu.be/6iEyczP0qyQ?feature=shared","https://youtu.be/0wB7iuER2Z0?feature=shared","https://youtu.be/aKrSBz3ez5A?feature=shared","https://youtu.be/CsGYh8AacgY?feature=shared","https://youtu.be/lBE-EzFh9nk?feature=shared","https://youtu.be/TvKJ7uvQPfg?feature=shared","https://youtu.be/ARCb-UcNm1s?feature=shared","https://youtu.be/8HhzRd9taEU?feature=shared","https://youtu.be/-IV8cnGU6YM?feature=shared","https://youtu.be/7jjcAuEYW9M?si=_AZS_f3aZrnyF9_9","https://youtu.be/5_ShP3fiEhU?si=Zn0ZVHk1ZprQ6Dhg","https://youtu.be/yU2GqcjJcdM?si=Ie6dzDTk9wduF9FJ","https://youtu.be/N2HQaQJsyQ4?si=v8ormvol40Qi7ovt","https://youtu.be/-VzL_v9vp4A?si=eAPWCzTojvsya_7K","https://youtu.be/aKrSBz3ez5A?si=4bxPpXck981d8zxn","https://youtu.be/tquErGz0f-o?si=92wywhtPT5oIggYg","https://youtu.be/6VioGkfe7Ys?si=qZviG-9tF3mwDDC3","https://youtu.be/CevxZvSJLk8?si=9KqHI3WtskVDQgIg","https://youtu.be/mvjygyg4-3g?si=ZWFCBGbuQxDuRXvk","21"
"2025/04/17 10:35:19 AM AST","https://www.youtube.com/watch?v=7jjcAuEYW9M","https://www.youtube.com/watch?v=pbTO0w-fWKE","https://www.youtube.com/watch?v=5OgJvLCwCQ4","https://www.youtube.com/watch?v=wI00QO2A2j4","https://www.youtube.com/watch?v=zWwrzfsUJVg","https://www.youtube.com/watch?v=pYntHzNGN5A","https://www.youtube.com/watch?v=2hhrI-BgBW8","https://www.youtube.com/watch?v=BWKVn4wHSEE","https://www.youtube.com/watch?v=1RKqOmSkGgM","https://www.youtube.com/watch?v=X8Ch0REAPwA","https://www.youtube.com/watch?v=xJLtzPNxEhw&list=RDxJLtzPNxEhw&start_radio=1&pp=oAcB0gcJCX4JAYcqIYzv","https://www.youtube.com/watch?v=0wB7iuER2Z0","https://www.youtube.com/watch?v=jhdgnWNHYpc","https://www.youtube.com/watch?v=Fp5ghKduTK8&list=RDFp5ghKduTK8&start_radio=1&pp=oAcB","https://www.youtube.com/watch?v=lBE-EzFh9nk","https://www.youtube.com/watch?v=xhrE4M8J3FU&list=RDxhrE4M8J3FU&start_radio=1&pp=oAcB","https://www.youtube.com/watch?v=6VioGkfe7Ys","https://www.youtube.com/watch?v=H94ntp93SGY","https://www.youtube.com/watch?v=qn8yv8J8dO0","https://www.youtube.com/watch?v=-GSnmRZlgc4",""
"2025/04/17 10:35:52 AM AST","https://www.youtube.com/watch?v=odFTqgm0984","https://www.youtube.com/watch?v=IhgxZ8tmBxU&list=RDIhgxZ8tmBxU&start_radio=1&pp=oAcB","https://www.youtube.com/watch?v=xXalQ1ZEn7s&t=923s","https://www.youtube.com/watch?v=-lSL9HqQp7g","https://www.youtube.com/watch?v=_cr46G2K5Fo","https://www.youtube.com/watch?v=0MDzvjT0QG8","https://www.youtube.com/watch?v=5puziyf8nSo","https://www.youtube.com/watch?v=CsGYh8AacgY","https://www.youtube.com/watch?v=-luF0nLlM3A&pp=0gcJCX4JAYcqIYzv","https://www.youtube.com/watch?v=vZAPzdvOIg4","https://www.youtube.com/watch?v=V1bFr2SWP1I&pp=0gcJCX4JAYcqIYzv","https://www.youtube.com/watch?v=-GSnmRZlgc4","https://www.youtube.com/watch?v=mzABW42AIhM&pp=0gcJCX4JAYcqIYzv","https://www.youtube.com/watch?v=UyqnRW-CZs4","https://www.youtube.com/watch?v=IJNR2EpS0jw","https://www.youtube.com/watch?v=AGShYg_Mz_c","https://www.youtube.com/watch?v=LACbVhgtx9I","https://www.youtube.com/watch?v=-VzL_v9vp4A","https://www.youtube.com/watch?v=eiQ-TCse-Uo","https://www.youtube.com/watch?v=dQw4w9WgXcQ",""
"2025/04/17 4:15:53 PM AST","https://www.youtube.com/watch?v=7jjcAuEYW9M","https://www.youtube.com/watch?v=IJNR2EpS0jw","https://www.youtube.com/watch?v=gfXMnVqicbs","https://www.youtube.com/watch?v=mQnmiOfcVeo","https://www.youtube.com/watch?v=LBDCQfju1cY","https://www.youtube.com/watch?v=frc6MjGhh5A","https://www.youtube.com/watch?v=gwjWE7_Dm3A","https://www.youtube.com/watch?v=Ig7QiZliFzo","https://www.youtube.com/watch?v=Jp1Z91LdO00","https://www.youtube.com/watch?v=bzH0Q5KkwXI","https://www.youtube.com/watch?v=lE9dYGzs3RQ","https://www.youtube.com/watch?v=Xu4qqpjWbvI&pp=0gcJCX4JAYcqIYzv","https://www.youtube.com/watch?v=Mc5HHQebHcM","https://www.youtube.com/watch?v=ivmbuTRCJvo","https://www.youtube.com/watch?v=THh4fT0O7IY","https://www.youtube.com/watch?v=KjqtDep5mT0","https://www.youtube.com/watch?v=oC2o2-Nteyw"," https://www.youtube.com/watch?v=HDCfV4s__Pg","https://www.youtube.com/watch?v=9tvKby6YNJQ","https://www.youtube.com/watch?v=9tvKby6YNJQ","I think that for my personalized window, the algorithm did not fully align with my preferences. More than half of the recommended videos were related to the original video, though there were some songs included, so I guess the algorithm reacted to that. The personalized window was much better than the incognito window, though, because in incognito mode, the algorithm seemed to think I was a child and recommended some absurd videos that I genuinely would not watch. What I find interesting is that the videos recommended in incognito mode seemed more appropriate for 6-12-year-olds, but based on the ""Duck Song,"" I would assume the viewer was a baby or toddler. So, the algorithm did not do a great job there either."
